detectTime,keypoints,keypointsDist,computeTime,matched
0.00170445,2711,"{7:2711}",0.0359012,838
0.00224416,2662,"{7:2662}",0.0303183,823
0.00149862,2608,"{7:2608}",0.0295273,894
0.00158519,2606,"{7:2606}",0.0297108,852
0.00206448,2588,"{7:2588}",0.0298318,843
0.0015274,2624,"{7:2624}",0.0303505,868
0.00168953,2612,"{7:2612}",0.0308181,872
0.00187393,2611,"{7:2611}",0.029547,880
0.00165916,2665,"{7:2665}",0.0306276,888
0.0024817,2672,"{7:2672}",0.0299621,0
