detectTime,keypoints,keypointsDist,computeTime,matched
0.0163802,716,"{4:716}",0.145114,265
0.00853684,682,"{4:682}",0.125494,239
0.00853024,716,"{4:716}",0.125862,252
0.00868791,705,"{4:705}",0.126575,242
0.00807523,699,"{4:699}",0.124578,248
0.00735431,672,"{4:672}",0.125914,242
0.00814756,690,"{4:690}",0.126062,255
0.00808505,711,"{4:711}",0.127257,255
0.00847945,722,"{4:722}",0.124772,252
0.00797103,698,"{4:698}",0.125842,0
