detectTime,keypoints,keypointsDist,computeTime,matched
0.0234099,716,"{4:716}",0.00464055,307
0.00854186,682,"{4:682}",0.00338266,309
0.00862094,716,"{4:716}",0.00301282,342
0.0074374,705,"{4:705}",0.00321677,309
0.00787778,699,"{4:699}",0.00293432,323
0.0074925,672,"{4:672}",0.00317643,298
0.0076452,690,"{4:690}",0.00306987,317
0.00767495,711,"{4:711}",0.00310901,329
0.00772426,722,"{4:722}",0.00290522,320
0.00889852,698,"{4:698}",0.00307688,0
