detectTime,keypoints,keypointsDist,computeTime,matched
0.0132836,716,"{4:716}",0.0284837,252
0.00813553,682,"{4:682}",0.0222071,259
0.00807087,716,"{4:716}",0.0233098,284
0.00854149,705,"{4:705}",0.0227325,242
0.007508,699,"{4:699}",0.0230215,250
0.00853378,672,"{4:672}",0.0234147,247
0.00772942,690,"{4:690}",0.0224236,252
0.0080776,711,"{4:711}",0.0232472,252
0.00812264,722,"{4:722}",0.023561,251
0.00756307,698,"{4:698}",0.0226517,0
