detectTime,keypoints,keypointsDist,computeTime,matched
0.0154049,62,"{6:62}",0.00566114,25
0.0100655,54,"{6:54}",0.00239792,25
0.00967467,62,"{6:62}",0.00276984,32
0.00904996,69,"{6:69}",0.00236573,38
0.0108439,88,"{6:88}",0.0022374,48
0.0221322,207,"{6:207}",0.00277476,61
0.00860911,48,"{6:48}",0.00228019,26
0.0109929,113,"{6:113}",0.00228058,54
0.0103705,94,"{6:94}",0.00234727,51
0.0142132,153,"{6:153}",0.0027375,0
