detectTime,keypoints,keypointsDist,computeTime,matched
0.0131994,716,"{4:716}",0.00321469,341
0.00784843,682,"{4:682}",0.00229163,363
0.00788928,716,"{4:716}",0.00251973,366
0.00770177,705,"{4:705}",0.00240355,330
0.00739411,699,"{4:699}",0.00304084,350
0.00799635,672,"{4:672}",0.00223737,337
0.00794075,690,"{4:690}",0.00243901,352
0.00742506,711,"{4:711}",0.00261586,367
0.00847399,722,"{4:722}",0.00233317,353
0.00764361,698,"{4:698}",0.0024204,0
