detectTime,keypoints,keypointsDist,computeTime,matched
0.00185435,2711,"{7:2711}",0.00570228,1134
0.00164419,2662,"{7:2662}",0.00477784,1127
0.0018594,2608,"{7:2608}",0.00508814,1175
0.00176569,2606,"{7:2606}",0.00463456,1151
0.00165763,2588,"{7:2588}",0.00541966,1135
0.00170389,2624,"{7:2624}",0.00463724,1142
0.00157066,2612,"{7:2612}",0.00462333,1185
0.00163468,2611,"{7:2611}",0.00514105,1152
0.00173786,2665,"{7:2665}",0.00543908,1154
0.00175822,2672,"{7:2672}",0.00527553,0
