detectTime,keypoints,keypointsDist,computeTime,matched
0.020353,62,"{6:62}",0.146586,22
0.0104532,54,"{6:54}",0.123342,19
0.00930016,62,"{6:62}",0.124916,25
0.0141102,69,"{6:69}",0.124003,31
0.0124535,88,"{6:88}",0.123245,41
0.0230036,207,"{6:207}",0.122345,33
0.00928236,48,"{6:48}",0.122445,26
0.0121542,113,"{6:113}",0.122601,48
0.0129834,94,"{6:94}",0.12762,50
0.0156559,153,"{6:153}",0.124254,0
